Unnamed: 0,tickers,market,name,BPS,PER,PBR,EPS,DIV,DPS,티커,상장주식수,외_보유수량,외_지분율,외_한도수량,외_한도소진율,mmt,naverTheme,시가총액,-1,0,1,종가
275,39240,KOSDAQ,경남스틸,0.0,0.0,0.0,0.0,0.0,0.0,39240,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['철강 중소형'],0.0723,0.369,0.622,0.008,2680.0
276,53950,KOSDAQ,경남제약,0.0,0.0,0.0,0.0,0.0,0.0,53950,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['제약업체', '건강기능식품']",0.0484,0.005,0.433,0.562,620.0
277,2100,KOSPI,경농,0.0,0.0,0.0,0.0,0.0,0.0,2100,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['남북경협', '농업', '태풍 및 장마']",0.1753,0.003,0.234,0.764,8980.0
278,9450,KOSPI,경동나비엔,0.0,0.0,0.0,0.0,0.0,0.0,9450,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['스마트홈(홈네트워크)', '코리아 밸류업 지수(Korea Value-up Index)', '겨울']",0.8274,0.003,0.872,0.126,56800.0
279,267290,KOSPI,경동도시가스,0.0,0.0,0.0,0.0,0.0,0.0,267290,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['겨울', '도시가스']",0.122,0.0,0.0,1.0,20700.0
280,12320,KOSPI,경동인베스트,0.0,0.0,0.0,0.0,0.0,0.0,12320,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['맥신(MXene)', '지주사']",0.1262,0.159,0.837,0.003,53400.0
281,11040,KOSDAQ,경동제약,0.0,0.0,0.0,0.0,0.0,0.0,11040,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['제약업체', '마이코플라스마 폐렴']",0.1759,0.984,0.016,0.0,5720.0
282,214390,KOSPI,경보제약,0.0,0.0,0.0,0.0,0.0,0.0,214390,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['제약업체'],0.1372,0.009,0.708,0.283,5740.0
283,12610,KOSPI,경인양행,0.0,0.0,0.0,0.0,0.0,0.0,12610,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['그래핀', '플렉서블 디스플레이', '日 수출 규제(국산화 등)']",0.1922,0.001,0.254,0.744,4620.0
284,24910,KOSDAQ,경창산업,0.0,0.0,0.0,0.0,0.0,0.0,24910,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['자동차부품', '전기차']",0.0949,0.015,0.984,0.001,2650.0
285,13580,KOSPI,계룡건설,0.0,0.0,0.0,0.0,0.0,0.0,13580,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['건설 중소형'],0.1786,0.002,0.003,0.995,20000.0
286,12200,KOSPI,계양전기,0.0,0.0,0.0,0.0,0.0,0.0,12200,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['로봇(산업용/협동로봇 등)', '자동차부품', '전기차']",0.325,0.002,0.997,0.001,11940.0
287,2140,KOSPI,고려산업,0.0,0.0,0.0,0.0,0.0,0.0,2140,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['사료'],0.0613,0.003,0.942,0.055,2460.0
288,10130,KOSPI,고려아연,0.0,0.0,0.0,0.0,0.0,0.0,10130,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['비철금속', '2차전지', '환율하락 수혜', '2차전지(소재/부품)', '밸류업(24년 기업가치 제고계획 발표)']",30.0153,0.144,0.852,0.003,1438000.0
289,2240,KOSPI,고려제강,0.0,0.0,0.0,0.0,0.0,0.0,2240,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['철강 주요종목', '핵융합에너지', '초전도체']",0.5494,0.81,0.187,0.003,20350.0
290,14570,KOSDAQ,고려제약,0.0,0.0,0.0,0.0,0.0,0.0,14570,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['제약업체', '치매', '백신/진단시약/방역(신종플루, AI 등)', '메르스 코로나 바이러스']",0.0455,0.001,0.961,0.038,4145.0
291,348150,KOSDAQ,고바이오랩,0.0,0.0,0.0,0.0,0.0,0.0,348150,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['비만치료제', '유전자 치료제/분석', '마이크로바이옴']",0.1085,0.289,,0.711,5590.0
292,950190,KOSDAQ,고스트스튜디오,0.0,0.0,0.0,0.0,0.0,0.0,950190,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['엔터테인먼트', '영상콘텐츠', '모바일게임(스마트폰)']",0.1049,0.008,,0.992,8060.0
293,98460,KOSDAQ,고영,0.0,0.0,0.0,0.0,0.0,0.0,98460,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['스마트팩토리(스마트공장)', '지능형로봇/인공지능(AI)', '시스템반도체', 'HBM(고대역폭메모리)', '반도체 장비']",1.9429,0.01,0.381,0.609,28300.0
294,35290,KOSDAQ,골드앤에스,0.0,0.0,0.0,0.0,0.0,0.0,35290,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['교육/온라인 교육'],0.0154,0.038,0.879,0.083,650.0
295,215000,KOSDAQ,골프존,0.0,0.0,0.0,0.0,0.0,0.0,215000,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['지주사', '겨울', '골프']",0.3407,0.016,0.966,0.017,54300.0
296,121440,KOSDAQ,골프존홀딩스,0.0,0.0,0.0,0.0,0.0,0.0,121440,1000000.0,100000.0,10.0,500000.0,20.0,,"['지주사', '골프']",0.1936,,,,4520.0
297,366030,KOSDAQ,공구우먼,0.0,0.0,0.0,0.0,0.0,0.0,366030,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['패션/의류'],0.1318,,,,5820.0
298,9290,KOSPI,광동제약,0.0,0.0,0.0,0.0,0.0,0.0,9290,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['비만치료제', '제약업체', '겨울', '백신/진단시약/방역(신종플루, AI 등)', '마이코플라스마 폐렴']",0.3035,0.002,0.717,0.281,5790.0
299,17040,KOSPI,광명전기,0.0,0.0,0.0,0.0,0.0,0.0,17040,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['태양광에너지', '원자력발전', '전력설비']",0.0591,0.006,0.843,0.151,1366.0
300,29480,KOSDAQ,광무,0.0,0.0,0.0,0.0,0.0,0.0,29480,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['SI(시스템통합)', '리튬', '2차전지', 'NI(네트워크통합)', '2차전지(소재/부품)']",0.141,0.003,0.988,0.009,2280.0
301,17900,KOSPI,광전자,0.0,0.0,0.0,0.0,0.0,0.0,17900,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['마이크로 LED', 'LED']",0.1077,0.001,0.476,0.523,1860.0
302,37710,KOSPI,광주신세계,0.0,0.0,0.0,0.0,0.0,0.0,37710,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['백화점', '소매유통', '밸류업(24년 기업가치 제고계획 발표)']",0.2462,0.031,0.695,0.274,30950.0
303,456490,KOSDAQ,교보14호스팩,0.0,0.0,0.0,0.0,0.0,0.0,456490,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['기업인수목적회사(SPAC)'],0.0088,,,,2105.0
304,465320,KOSDAQ,교보15호스팩,0.0,0.0,0.0,0.0,0.0,0.0,465320,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['기업인수목적회사(SPAC)'],0.0088,,,,2335.0
305,482520,KOSDAQ,교보16호스팩,0.0,0.0,0.0,0.0,0.0,0.0,482520,1000000.0,100000.0,10.0,500000.0,20.0,,['기업인수목적회사(SPAC)'],0.0127,,,,2095.0
306,489210,KOSDAQ,교보17호스팩,0.0,0.0,0.0,0.0,0.0,0.0,489210,1000000.0,100000.0,10.0,500000.0,20.0,,['기업인수목적회사(SPAC)'],0.011,,,,2125.0
307,30610,KOSPI,교보증권,0.0,0.0,0.0,0.0,0.0,0.0,30610,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['증권', 'STO(토큰증권 발행)']",1.1008,0.0,0.0,1.0,9660.0
308,339770,KOSPI,교촌에프앤비,0.0,0.0,0.0,0.0,0.0,0.0,339770,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['육계', '음식료업종']",0.2086,0.334,,0.666,4175.0
309,53270,KOSDAQ,구영테크,0.0,0.0,0.0,0.0,0.0,0.0,53270,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['자동차부품'],0.0742,0.001,0.995,0.004,2710.0
310,66620,KOSDAQ,국보디자인,0.0,0.0,0.0,0.0,0.0,0.0,66620,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['테마파크', '리모델링/인테리어']",0.1616,0.0,0.0,1.0,21550.0
311,43650,KOSDAQ,국순당,0.0,0.0,0.0,0.0,0.0,0.0,43650,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['CXL(컴퓨트익스프레스링크)', '주류업(주정, 에탄올 등)', '음식료업종']",0.0708,0.207,0.786,0.008,3970.0
312,6050,KOSDAQ,국영지앤엠,0.0,0.0,0.0,0.0,0.0,0.0,6050,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['방위산업/전쟁 및 테러', '철도']",0.0439,0.006,0.989,0.005,1259.0
313,60480,KOSDAQ,국일신동,0.0,0.0,0.0,0.0,0.0,0.0,60480,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['비철금속'],0.0179,0.001,0.985,0.014,1622.0
314,78130,KOSDAQ,국일제지,0.0,0.0,0.0,0.0,0.0,0.0,78130,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['그래핀', '수소차(연료전지/부품/충전소 등)', '제지']",0.3957,0.614,0.362,0.025,351.0
315,307750,KOSDAQ,국전약품,0.0,0.0,0.0,0.0,0.0,0.0,307750,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['제약업체', '치매', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '마이코플라스마 폐렴']",0.1625,0.776,0.221,0.004,3240.0
316,2720,KOSPI,국제약품,0.0,0.0,0.0,0.0,0.0,0.0,2720,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['황사/미세먼지', '제약업체', '화장품', '마스크', '마이코플라스마 폐렴']",0.0867,0.005,0.818,0.178,4100.0
317,35080,KOSDAQ,그래디언트,0.0,0.0,0.0,0.0,0.0,0.0,35080,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['소매유통', '여행', '건강기능식품', '야놀자(Yanolja)']",0.1457,0.001,0.155,0.844,10660.0
318,318060,KOSDAQ,그래피,0.0,0.0,0.0,0.0,0.0,0.0,318060,1000000.0,100000.0,10.0,500000.0,20.0,,"['치아 치료(임플란트 등)', '2025 하반기 신규상장']",0.3752,,,,33750.0
319,453450,KOSDAQ,그리드위즈,0.0,0.0,0.0,0.0,0.0,0.0,453450,1000000.0,100000.0,10.0,500000.0,20.0,,"['전기차 화재 방지(배터리 열폭주 등)', '전력저장장치(ESS)', '전기차(충전소/충전기)', '태양광에너지']",0.1215,,,,15300.0
320,204020,KOSDAQ,그리티,0.0,0.0,0.0,0.0,0.0,0.0,204020,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['패션/의류', '日제품 불매운동(수혜)']",0.0402,0.0,0.0,1.0,2070.0
321,402490,KOSDAQ,그린리소스,0.0,0.0,0.0,0.0,0.0,0.0,402490,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['희귀금속(희토류 등)', '반도체 장비']",0.1432,,,,8650.0
322,114450,KOSDAQ,그린생명과학,0.0,0.0,0.0,0.0,0.0,0.0,114450,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['제약업체', '농업']",0.0602,0.0,0.001,0.999,3010.0
323,83420,KOSPI,그린케미칼,0.0,0.0,0.0,0.0,0.0,0.0,83420,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['석유화학', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']",0.1418,0.0,0.001,0.998,5910.0
324,186230,KOSDAQ,그린플러스,0.0,0.0,0.0,0.0,0.0,0.0,186230,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['비철금속', '농업']",0.0583,0.003,0.009,0.988,5340.0
325,14530,KOSPI,극동유화,0.0,0.0,0.0,0.0,0.0,0.0,14530,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['윤활유', 'LPG(액화석유가스)', '아스콘(아스팔트 콘크리트)']",0.1176,0.015,0.855,0.13,3375.0
326,900070,KOSDAQ,글로벌에스엠,0.0,0.0,0.0,0.0,0.0,0.0,900070,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지', '2차전지(소재/부품)', '전기차', '국내 상장 중국기업']",0.0221,0.002,0.979,0.019,412.0
327,204620,KOSDAQ,글로벌텍스프리,0.0,0.0,0.0,0.0,0.0,0.0,204620,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['AI 챗봇(챗GPT 등)', '면세점']",0.2902,0.001,0.0,0.999,4130.0
328,19660,KOSDAQ,글로본,0.0,0.0,0.0,0.0,0.0,0.0,19660,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['화장품'],0.0377,0.008,0.915,0.077,2705.0
329,14280,KOSPI,금강공업,0.0,0.0,0.0,0.0,0.0,0.0,14280,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['강관업체(Steel pipe)', '철강 중소형', '모듈러주택']",0.1698,0.261,0.627,0.112,5790.0
330,53260,KOSDAQ,금강철강,0.0,0.0,0.0,0.0,0.0,0.0,53260,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['철강 중소형'],0.0731,0.001,0.999,0.0,3905.0
331,282720,KOSDAQ,금양그린파워,0.0,0.0,0.0,0.0,0.0,0.0,282720,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['풍력에너지', '전력저장장치(ESS)', '태양광에너지', '고체산화물 연료전지(SOFC)', '원자력발전']",0.1209,,,,9980.0
332,2990,KOSPI,금호건설,0.0,0.0,0.0,0.0,0.0,0.0,2990,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['수자원(양적/질적 개선)', 'GTX(수도권 광역급행철도)', '건설 중소형']",0.1561,0.05,0.298,0.652,4220.0
333,11780,KOSPI,금호석유화학,0.0,0.0,0.0,0.0,0.0,0.0,11780,1000000.0,100000.0,10.0,500000.0,20.0,,"['타이어', '석유화학', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '탄소나노튜브(CNT)']",3.7069,,,,142400.0
334,214330,KOSPI,금호에이치티,0.0,0.0,0.0,0.0,0.0,0.0,214330,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['전기차 화재 방지(배터리 열폭주 등)', '자동차부품', '전기차', 'LED']",0.1129,0.019,0.925,0.056,518.0
335,1210,KOSPI,금호전기,0.0,0.0,0.0,0.0,0.0,0.0,1210,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['LED'],0.0615,0.053,0.929,0.018,1000.0
336,73240,KOSPI,금호타이어,0.0,0.0,0.0,0.0,0.0,0.0,73240,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['타이어'],1.6804,0.007,0.95,0.043,5850.0
337,36190,KOSDAQ,금화피에스시,0.0,0.0,0.0,0.0,0.0,0.0,36190,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['원자력발전', '전력설비']",0.1833,0.0,0.001,0.999,30550.0
338,49080,KOSDAQ,기가레인,0.0,0.0,0.0,0.0,0.0,0.0,49080,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['휴대폰부품', '갤럭시 부품주', '스마트폰', '5G(5세대 이동통신)', '통신장비', '반도체 장비', '사물인터넷', 'LED장비']",0.0466,0.083,0.001,0.917,550.0
339,420770,KOSDAQ,기가비스,0.0,0.0,0.0,0.0,0.0,0.0,420770,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['유리 기판', '반도체 장비']",0.5482,,,,43250.0
340,35460,KOSDAQ,기산텔레콤,0.0,0.0,0.0,0.0,0.0,0.0,35460,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['UAM(도심항공모빌리티)', '방위산업/전쟁 및 테러', '드론(Drone)', '5G(5세대 이동통신)', '통신장비']",0.0277,0.0,0.004,0.995,1903.0
341,270,KOSPI,기아,0.0,0.0,0.0,0.0,0.0,0.0,270,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['자동차 대표주', '방위산업/전쟁 및 테러', '자율주행차', '수소차(연료전지/부품/충전소 등)', '전기차', '코리아 밸류업 지수(Korea Value-up Index)', '전기차(충전소/충전기)', '밸류업(24년 기업가치 제고계획 발표)']",59.5379,0.592,0.406,0.002,152500.0
342,24110,KOSPI,기업은행,0.0,0.0,0.0,0.0,0.0,0.0,24110,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['밸류업(24년 기업가치 제고계획 발표)', '은행']",16.5067,0.0,0.0,1.0,20700.0
343,13700,KOSPI,까뮤이앤씨,0.0,0.0,0.0,0.0,0.0,0.0,13700,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['건설 중소형'],0.0725,0.542,0.455,0.003,1214.0
344,4540,KOSPI,깨끗한나라,0.0,0.0,0.0,0.0,0.0,0.0,4540,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['마스크', '제지', '출산장려정책', '日제품 불매운동(수혜)']",0.0686,0.002,0.994,0.004,1843.0
345,407400,KOSDAQ,꿈비,0.0,0.0,0.0,0.0,0.0,0.0,407400,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['출산장려정책', '엔젤산업']",0.0698,,,,4775.0
346,187790,KOSDAQ,나노,0.0,0.0,0.0,0.0,0.0,0.0,187790,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['터치패널(스마트폰/태블릿PC 등)', '리튬', '전기차 화재 방지(배터리 열폭주 등)', '황사/미세먼지', '고령화 사회(노인복지)', '2차전지', '맥신(MXene)', '스페이스X(SpaceX)', '2차전지(소재/부품)', '전기차', '의료기기', '원격진료/비대면진료(U-Healthcare)', '태양광에너지', '반도체 재료/부품', '페라이트', '코로나19(진단/치료제/백신 개발 등)', '보안주(정보)', 'HBM(고대역폭메모리)', 'OLED(유기 발광 다이오드)', '코로나19(진단키트)', 'LED']",0.101,0.0,0.015,0.985,3275.0
347,121600,KOSDAQ,나노신소재,0.0,0.0,0.0,0.0,0.0,0.0,121600,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지', '2차전지(소재/부품)', '태양광에너지', 'OLED(유기 발광 다이오드)', 'LED']",0.6093,0.918,0.081,0.001,49900.0
348,286750,KOSDAQ,나노실리칸첨단소재,0.0,0.0,0.0,0.0,0.0,0.0,286750,1000000.0,100000.0,10.0,500000.0,20.0,,"['코로나19(진단/치료제/백신 개발 등)', '보안주(정보)', '코로나19(진단키트)']",0.053,,,,1656.0
349,247660,KOSDAQ,나노씨엠에스,0.0,0.0,0.0,0.0,0.0,0.0,247660,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['보안주(정보)'],0.0208,0.9,,0.1,4795.0
350,39860,KOSDAQ,나노엔텍,0.0,0.0,0.0,0.0,0.0,0.0,39860,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['고령화 사회(노인복지)', '의료기기', '원격진료/비대면진료(U-Healthcare)', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']",0.1996,0.005,0.958,0.037,5240.0
351,417010,KOSDAQ,나노팀,0.0,0.0,0.0,0.0,0.0,0.0,417010,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['전기차 화재 방지(배터리 열폭주 등)', '2차전지', '스페이스X(SpaceX)', '2차전지(소재/부품)', '전기차']",0.1375,,,,6820.0
352,405920,KOSDAQ,나라셀라,0.0,0.0,0.0,0.0,0.0,0.0,405920,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['주류업(주정, 에탄올 등)']",0.0341,,,,2650.0
353,478340,KOSDAQ,나라스페이스테크놀로지,0.0,0.0,0.0,0.0,0.0,0.0,478340,1000000.0,100000.0,10.0,500000.0,20.0,,"['우주항공산업(누리호/인공위성 등)', '2025 하반기 신규상장']",0.365,,,,31650.0
354,51490,KOSDAQ,나라엠앤디,0.0,0.0,0.0,0.0,0.0,0.0,51490,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지', '자동차부품', '2차전지(소재/부품)', '전기차']",0.0574,0.477,0.52,0.003,4045.0
355,137080,KOSDAQ,나래나노텍,0.0,0.0,0.0,0.0,0.0,0.0,137080,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['OLED(유기 발광 다이오드)'],0.0416,0.808,,0.192,3770.0
356,190510,KOSDAQ,나무가,0.0,0.0,0.0,0.0,0.0,0.0,190510,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['휴대폰부품', '갤럭시 부품주', '스마트폰', '카메라모듈/부품', '증강현실(AR)', '가상현실(VR)']",0.3778,0.004,0.283,0.713,26900.0
357,242040,KOSDAQ,나무기술,0.0,0.0,0.0,0.0,0.0,0.0,242040,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['SI(시스템통합)', '5G(5세대 이동통신)', '클라우드 컴퓨팅']",0.0528,0.262,0.393,0.345,1527.0
358,293580,KOSDAQ,나우IB,0.0,0.0,0.0,0.0,0.0,0.0,293580,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['창투사', '퓨리오사AI']",0.1414,0.002,0.963,0.035,1490.0
359,459510,KOSDAQ,나우로보틱스,0.0,0.0,0.0,0.0,0.0,0.0,459510,1000000.0,100000.0,10.0,500000.0,20.0,,['로봇(산업용/협동로봇 등)'],0.4055,,,,31300.0
360,138610,KOSDAQ,나이벡,0.0,0.0,0.0,0.0,0.0,0.0,138610,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['mRNA(메신저 리보핵산)', '치아 치료(임플란트 등)', '비만치료제']",0.3977,0.0,0.002,0.998,35000.0
361,36800,KOSDAQ,나이스정보통신,0.0,0.0,0.0,0.0,0.0,0.0,36800,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['삼성페이', '애플페이']",0.2265,0.001,0.029,0.97,22650.0
362,267320,KOSDAQ,나인테크,0.0,0.0,0.0,0.0,0.0,0.0,267320,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지(장비)', '2차전지(전고체)', '폐배터리', '2차전지', '맥신(MXene)', '유리 기판', '2차전지(나트륨이온)', 'OLED(유기 발광 다이오드)']",0.1665,0.003,0.016,0.981,2900.0
363,1260,KOSPI,남광토건,0.0,0.0,0.0,0.0,0.0,0.0,1260,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['철도', '남북경협', 'GTX(수도권 광역급행철도)', '건설 중소형']",0.079,0.01,0.712,0.278,8040.0
364,8350,KOSPI,남선알미늄,0.0,0.0,0.0,0.0,0.0,0.0,8350,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['비철금속', '자동차부품']",0.156,0.099,0.864,0.037,1209.0
365,4270,KOSPI,남성,0.0,0.0,0.0,0.0,0.0,0.0,4270,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['UAM(도심항공모빌리티)', '리비안(RIVIAN)']",0.0299,0.003,0.235,0.762,827.0
366,3920,KOSPI,남양유업,0.0,0.0,0.0,0.0,0.0,0.0,3920,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['출산장려정책', '엔젤산업', '음식료업종']",0.303,0.001,0.007,0.992,50500.0
367,25860,KOSPI,남해화학,0.0,0.0,0.0,0.0,0.0,0.0,25860,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['남북경협', '농업', '태풍 및 장마', '비료', '여름']",0.3288,0.022,0.625,0.353,6620.0
368,111710,KOSDAQ,남화산업,0.0,0.0,0.0,0.0,0.0,0.0,111710,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['골프'],0.0848,0.441,0.279,0.279,4120.0
369,91590,KOSDAQ,남화토건,0.0,0.0,0.0,0.0,0.0,0.0,91590,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['남북경협', '건설 중소형']",0.0445,0.17,0.819,0.011,3795.0
370,168330,KOSDAQ,내츄럴엔도텍,0.0,0.0,0.0,0.0,0.0,0.0,168330,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['화장품', '건강기능식품']",0.0914,0.039,0.514,0.447,2880.0
371,94860,KOSDAQ,네오리진,0.0,0.0,0.0,0.0,0.0,0.0,94860,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['게임', '모바일게임(스마트폰)']",0.0246,0.15,0.839,0.011,1023.0
372,253590,KOSDAQ,네오셈,0.0,0.0,0.0,0.0,0.0,0.0,253590,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['CXL(컴퓨트익스프레스링크)', '반도체 장비']",0.4913,0.001,0.998,0.001,11200.0
373,212560,KOSDAQ,네오오토,0.0,0.0,0.0,0.0,0.0,0.0,212560,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['자동차부품', '전기차']",0.124,0.005,0.985,0.01,10500.0
374,95660,KOSDAQ,네오위즈,0.0,0.0,0.0,0.0,0.0,0.0,95660,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['지주사', '두나무(Dunamu)', '블록체인', '모바일콘텐츠(스마트폰/태블릿PC)', '가상화폐(비트코인 등)', '게임', '모바일게임(스마트폰)']",0.5595,0.001,0.539,0.46,25600.0
375,42420,KOSDAQ,네오위즈홀딩스,0.0,0.0,0.0,0.0,0.0,0.0,42420,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['지주사', '블록체인', '모바일콘텐츠(스마트폰/태블릿PC)', '가상화폐(비트코인 등)', '게임', '모바일게임(스마트폰)']",0.2058,0.0,0.021,0.978,24600.0
376,950220,KOSDAQ,네오이뮨텍,0.0,0.0,0.0,0.0,0.0,0.0,950220,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['면역항암제'],0.1185,0.973,,0.027,721.0
377,311390,KOSDAQ,네오크레마,0.0,0.0,0.0,0.0,0.0,0.0,311390,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['음식료업종'],0.0641,0.003,0.981,0.016,5070.0
378,85910,KOSDAQ,네오티스,0.0,0.0,0.0,0.0,0.0,0.0,85910,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['PCB(FPCB 등)', '자동차부품', '전기차']",0.1449,0.0,1.0,0.0,10400.0
379,92730,KOSDAQ,네오팜,0.0,0.0,0.0,0.0,0.0,0.0,92730,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['화장품', '건강기능식품', '출산장려정책', '엔젤산업']",0.278,0.0,0.001,0.999,17350.0
380,290660,KOSDAQ,네오펙트,0.0,0.0,0.0,0.0,0.0,0.0,290660,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['지능형로봇/인공지능(AI)', '의료기기', '원격진료/비대면진료(U-Healthcare)']",0.0492,0.0,0.999,0.001,683.0
381,306620,KOSDAQ,네온테크,0.0,0.0,0.0,0.0,0.0,0.0,306620,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['UAM(도심항공모빌리티)', '드론(Drone)', 'MLCC(적층세라믹콘덴서)', '반도체 장비', 'LED장비']",0.1134,0.097,0.442,0.461,2520.0
